Time_ms,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18,Sensor 19,Sensor 20,Sensor 21,Sensor 22,Sensor 23,Sensor 24
52423,101.83,101.83,31.47,29.33,30.58,30.66,33.11,30.75,42.66,31.84,32.51,32.12,40.58,36.84,33.21,31.84,40.43,44.79,38.01,38.97,39.25,38.69,43,99.94
52441,101.83,101.83,31.47,29.25,30.58,30.66,33.11,30.75,42.33,31.84,32.51,32.12,40.58,36.84,33.21,31.84,40.43,44.79,38.01,39.11,39.25,38.69,43,95.52
52461,101.83,101.83,31.47,29.33,30.58,30.66,33.11,30.75,42.66,31.84,32.51,32.12,40.58,36.84,33.21,31.93,40.43,44.79,38.01,39.11,39.25,38.69,43,95.52
52482,101.83,101.83,31.47,29.33,30.58,30.66,33.11,30.75,42.83,31.84,32.51,32.12,40.73,36.84,33.21,31.84,40.27,44.79,38.01,39.11,39.25,38.69,43,95.52
52500,100.87,101.83,31.47,29.33,30.58,30.66,33.11,30.75,42.33,31.84,32.51,32.03,40.58,36.84,33.21,31.93,40.27,44.6,38.01,39.11,39.25,38.69,43,94.68
52521,101.83,101.83,31.47,29.25,30.58,30.66,33.11,30.75,42.16,31.84,32.51,32.12,40.58,36.84,33.21,31.84,40.43,44.6,38.01,38.97,39.25,38.69,43.17,95.52
52539,101.83,101.83,31.47,29.33,30.58,30.66,33.21,30.75,41.84,31.84,32.51,32.12,40.58,36.84,33.21,31.84,40.27,44.79,38.01,38.97,39.25,38.69,43,95.52
52560,101.83,101.83,31.47,29.25,30.58,30.66,33.21,30.75,41.35,31.84,32.51,32.12,40.73,36.84,33.21,31.84,40.43,44.79,38.01,38.97,39.25,38.69,43,95.52
52578,101.83,101.83,31.47,29.25,30.58,30.66,33.21,30.75,40.88,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43.17,95.52
52599,101.83,101.83,31.47,29.25,30.58,30.66,33.11,30.75,35.98,31.84,32.51,32.12,41.04,36.96,33.21,31.84,40.43,44.6,38.01,39.11,39.25,38.69,43.17,95.52
52619,101.83,101.83,31.47,29.33,30.58,30.66,33.21,30.75,31.75,31.84,32.51,32.12,41.84,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.55,43.17,95.52
52638,101.83,100.87,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,41.2,36.84,33.21,31.93,40.43,44.6,38.14,38.97,39.25,38.55,43,93.86
52658,101.83,100.87,31.47,29.33,30.58,30.66,33.11,30.75,31.38,31.84,32.51,32.12,40.88,36.84,33.21,31.84,40.43,44.6,38.01,38.97,39.25,38.69,43,95.52
52677,100.87,100.87,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.88,36.96,33.21,31.84,40.27,44.6,38.01,38.97,39.25,38.55,43.17,95.52
52697,101.83,101.83,31.47,29.25,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.88,36.96,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43,97.24
52715,101.83,100.87,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,98.12
52736,101.83,100.87,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,99.02
52756,101.83,101.83,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.27,44.6,38.01,39.11,39.25,38.69,43.17,99.02
52775,101.83,100.87,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.27,44.6,38.01,38.97,39.25,38.69,43,99.02
52795,101.83,100.87,31.47,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.6,38.14,39.11,39.25,38.69,43.17,98.12
52814,101.83,100.87,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43,99.02
52834,101.83,99.94,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.55,43,99.02
52853,101.83,100.87,31.47,29.33,30.58,30.66,33.11,30.75,31.38,31.84,32.51,32.12,41.51,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43,99.02
52873,101.83,100.87,31.56,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,47.55,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,99.02
52894,101.83,100.87,31.47,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,41.2,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.55,43,99.02
52914,101.83,100.87,31.47,29.33,30.58,30.58,33.21,30.75,31.38,31.84,32.51,32.12,40.88,36.84,33.21,31.84,40.43,44.6,38.01,38.97,39.11,38.69,43,98.12
52933,101.83,100.87,31.47,29.25,30.58,30.66,33.21,30.75,31.38,31.84,32.51,32.12,41.04,36.84,33.21,31.84,40.43,44.6,38.01,38.97,39.11,38.69,43.17,98.12
52953,101.83,99.94,33.11,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,41.04,36.84,33.21,31.93,40.27,44.6,38.01,38.97,39.25,38.69,43.17,99.02
52971,101.83,100.87,37.87,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,40.88,36.84,33.21,31.84,40.43,44.6,38.01,39.11,39.11,38.69,43.17,99.02
52992,101.83,100.87,38.01,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43.17,98.12
53012,101.83,100.87,38.69,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43.17,98.12
53031,101.83,100.87,38.27,29.25,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.03,41.04,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43.17,99.02
53051,101.83,100.87,40.88,29.33,30.58,30.58,33.11,30.75,32.91,31.84,32.51,32.12,40.88,36.96,33.21,31.84,40.27,44.79,38.01,38.97,39.25,38.69,43.17,99.02
53070,101.83,100.87,40.73,29.33,30.58,30.58,33.11,30.75,39.98,31.84,32.51,32.12,41.04,36.84,33.21,31.93,40.12,44.79,38.01,38.97,39.11,38.69,43,95.52
53090,101.83,100.87,38.97,29.33,30.58,30.58,33.11,30.75,37.35,31.84,32.51,32.12,41.2,36.84,33.21,31.93,40.27,44.79,38.01,39.11,39.25,38.69,43.17,95.52
53109,100.87,101.83,40.73,29.33,30.58,30.58,33.11,30.75,38.01,31.84,32.51,32.12,40.73,36.84,33.21,31.84,40.43,44.79,38.01,38.97,39.25,38.55,43.17,96.37
53129,102.8,100.87,38.14,29.33,30.58,30.58,33.11,30.75,35.16,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43.17,96.37
53150,101.83,100.87,31.47,29.33,30.58,30.58,33.11,30.75,35.04,31.84,32.51,32.12,41.04,36.84,33.21,31.93,40.43,44.79,38.01,38.83,39.25,38.69,43,96.37
53168,101.83,100.87,31.56,29.33,30.58,30.58,33.11,30.75,32.32,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.27,44.79,38.01,39.11,39.25,38.69,43,96.37
53189,101.83,101.83,36.46,29.33,30.58,30.58,33.11,30.75,38.27,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,44.97,38.01,38.97,39.25,38.69,43.17,96.37
53207,102.8,101.83,45.54,29.33,30.58,30.58,33.11,30.75,34.71,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,45.35,37.87,38.97,39.25,38.69,43.17,99.02
53227,101.83,101.83,33.84,29.33,30.58,30.58,33.11,30.75,33.73,31.84,32.51,32.12,40.73,36.96,33.21,31.93,40.43,45.54,38.01,38.97,39.25,38.69,43,99.02
53248,101.83,101.83,38.27,29.25,30.58,30.58,33.11,30.75,36.1,31.84,32.51,32.12,40.88,36.84,33.21,31.93,40.43,45.93,38.01,38.97,39.25,38.69,43,99.02
53268,102.8,101.83,36.96,29.33,30.58,30.58,33.11,30.75,36.71,31.84,32.51,32.12,40.73,36.84,33.11,31.84,40.27,46.32,38.01,38.97,39.25,38.55,43,99.02
53287,102.8,101.83,38.41,29.33,30.58,30.58,33.11,30.75,35.74,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.27,46.52,38.01,38.97,39.25,38.69,43,99.02
53307,102.8,101.83,31.56,29.33,30.58,30.58,33.11,30.66,35.74,31.84,32.51,32.12,40.73,36.84,33.21,31.93,40.27,44.97,38.01,38.97,39.25,38.69,43,99.02
53326,102.8,101.83,36.59,29.33,30.58,30.58,33.21,30.75,31.38,31.93,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43,99.02
53346,102.8,100.87,37.35,29.33,30.58,30.58,33.21,30.75,31.38,31.93,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.97,38.01,38.97,39.25,38.69,43,99.02
53365,102.8,100.87,31.38,29.33,30.58,30.58,33.11,30.75,31.38,32.03,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.97,38.01,38.97,39.25,38.55,43,99.02
53385,102.8,100.87,31.29,29.33,30.58,30.58,33.11,30.75,31.38,32.03,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.97,38.01,38.97,39.11,38.69,43,99.02
53406,102.8,100.87,31.29,29.33,30.58,30.58,33.11,30.75,31.29,32.03,32.51,32.12,40.73,36.84,33.21,31.93,40.27,44.79,38.01,38.97,39.11,38.69,43,98.12
53424,99.94,53.17,31.38,29.33,30.58,30.58,33.11,30.75,31.29,31.93,32.51,32.12,40.88,36.84,33.21,31.93,40.43,44.97,38.01,38.97,39.11,38.69,43,99.02
53445,101.83,100.87,31.38,29.33,30.58,30.58,33.11,30.75,31.29,31.93,32.51,32.12,40.88,36.96,33.21,31.93,40.27,44.97,37.87,38.97,39.25,38.69,43,97.24
53463,100.87,53.7,31.29,29.33,30.58,30.58,33.21,30.75,31.11,31.93,32.51,32.12,40.73,36.84,33.21,31.93,40.43,44.97,38.01,38.97,39.25,38.69,43,99.02
53483,100.87,100.87,31.29,29.33,30.58,30.58,33.11,30.75,31.11,31.93,32.51,32.12,41.04,36.96,33.21,31.93,40.43,44.97,38.01,38.97,39.25,38.55,42.83,99.94
53504,100.87,99.02,31.29,29.33,30.58,30.58,33.11,30.75,31.11,31.93,32.51,32.12,41.04,36.84,33.11,31.93,40.27,44.97,38.01,38.97,39.11,38.69,43,100.87
53524,101.83,100.87,31.2,29.33,30.58,30.58,33.11,30.75,32.32,31.93,32.51,32.12,40.88,36.84,33.11,31.93,40.43,44.97,38.01,38.97,39.25,38.69,43,100.87
53543,99.94,62.03,31.2,29.33,30.58,30.58,33.11,30.75,31.11,31.93,32.51,32.12,40.43,36.84,33.11,31.93,40.27,44.97,38.01,38.97,39.11,38.55,43,100.87
53563,99.94,99.94,31.2,29.33,30.58,30.58,33.11,30.75,31.11,31.93,32.51,32.12,40.58,36.84,33.11,31.93,40.27,44.97,38.01,38.97,39.25,38.55,43,99.94
53582,62.39,67.88,31.29,29.33,30.58,30.58,33.01,30.75,31.11,31.93,32.51,32.12,40.73,36.84,33.11,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43,100.87
53602,59.31,98.12,31.29,29.33,30.58,30.58,33.11,30.66,31.11,31.93,32.51,32.12,40.88,36.84,33.11,31.93,40.27,44.97,38.01,38.97,39.11,38.41,43,99.02
53621,60.64,71.96,31.29,29.25,30.58,30.49,33.11,30.66,31.11,31.84,32.41,32.12,40.73,36.84,33.11,31.93,40.27,44.97,38.01,38.97,39.25,38.55,43,99.02
53641,69.64,72.44,31.2,29.25,30.58,30.58,32.91,30.75,31.11,31.84,32.51,32.12,40.88,36.84,33.11,31.93,40.27,44.97,38.01,38.97,39.11,38.55,43,99.94
53662,52.65,79.36,31.29,29.33,30.58,30.58,32.91,30.66,31.11,31.84,32.51,32.12,40.43,36.84,33.01,31.93,40.27,44.97,38.01,38.97,39.11,38.55,43,99.94
53680,48.62,87.04,31.2,29.33,30.58,30.58,33.01,30.66,31.11,31.84,32.51,32.12,40.12,36.84,33.11,32.03,40.43,45.16,38.01,38.97,39.25,38.55,43,94.68
53701,47.13,98.12,31.2,29.33,30.58,30.58,33.11,30.66,31.75,31.84,32.51,32.12,40.27,36.84,33.11,31.93,40.43,45.16,38.01,38.97,39.11,38.69,43,96.37
53719,96.37,99.94,31.2,29.33,30.58,30.58,33.01,30.75,31.11,31.84,32.51,32.12,40.58,36.96,33.11,31.93,40.43,45.16,38.01,38.97,39.11,38.55,43,94.68
53739,97.24,56.22,31.29,29.25,30.58,30.58,33.11,30.75,31.11,31.84,32.51,32.12,40.88,36.84,33.11,31.93,40.43,45.16,37.87,38.97,39.11,38.55,43,95.52
53758,97.24,57.41,31.29,29.33,30.58,30.58,33.01,30.66,31.11,31.84,32.51,32.12,41.51,36.84,33.11,32.03,40.43,44.97,37.87,38.97,39.11,38.55,43,95.52
53778,98.12,54.24,31.29,29.33,30.58,30.58,32.91,30.66,31.2,31.84,32.51,32.12,41.67,36.84,33.11,31.93,40.43,44.97,38.01,38.97,39.11,38.55,43,95.52
53799,98.12,93.05,31.29,29.33,30.58,30.58,33.01,30.66,31.2,31.93,32.51,32.12,41.84,36.96,33.11,31.93,40.43,44.79,38.01,38.83,39.11,38.55,43,96.37
53817,97.24,99.94,31.29,29.33,30.58,30.58,33.01,30.66,31.2,31.84,32.51,32.12,42.66,36.84,33.11,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43,94.68
53838,52.91,97.24,31.29,29.33,30.58,30.49,33.01,30.66,31.2,31.93,32.51,32.12,43,36.84,33.11,31.93,40.27,44.97,38.01,38.83,39.11,38.55,43,95.52
53856,48.62,98.12,31.29,29.33,30.58,30.58,33.01,30.66,31.29,31.93,32.51,32.12,43.52,36.84,33.11,32.03,40.27,44.79,38.01,38.97,39.11,38.55,43,95.52
53877,53.17,96.37,31.29,29.33,30.58,30.58,33.01,30.75,31.29,31.93,32.51,32.12,43.52,36.84,33.11,32.03,40.43,44.79,38.01,38.97,39.11,38.55,43,94.68
53897,52.4,85.66,31.29,29.25,30.58,30.58,33.11,30.75,31.29,31.93,32.51,32.12,44.79,36.84,33.11,31.93,40.27,44.79,38.01,38.97,39.11,38.55,43,94.68
53916,53.97,97.24,31.29,29.33,30.58,30.58,33.11,30.75,31.29,31.93,32.51,32.12,44.97,36.84,33.11,32.03,40.43,44.97,37.87,38.97,39.25,38.55,43,95.52
53936,59.31,98.12,31.29,29.33,30.58,30.58,33.21,30.75,31.29,31.93,32.51,32.12,45.74,36.84,33.11,32.03,40.43,44.97,37.87,38.97,39.11,38.55,43,95.52
53954,63.12,98.12,31.29,29.33,30.58,30.58,33.42,30.75,31.11,31.93,32.51,32.12,45.74,36.84,33.11,31.93,40.43,44.97,38.01,38.97,39.11,38.55,43,96.37
53975,89.95,99.02,31.29,29.33,30.58,30.58,33.11,30.66,31.11,31.93,32.51,32.12,45.54,36.84,33.11,31.93,40.43,44.97,38.01,38.97,39.11,38.55,43.17,96.37
53993,100.87,97.24,48.19,29.25,30.58,30.58,33.11,30.66,31.11,31.93,32.51,32.12,45.35,36.84,33.21,31.93,40.43,45.16,38.01,38.97,39.11,38.69,43,95.52
54014,100.87,99.02,31.29,29.33,30.58,30.58,33.11,30.66,31.11,31.93,32.51,32.12,45.93,36.84,33.11,31.93,40.43,45.16,38.01,38.97,39.11,38.69,43,101.83
54034,100.87,100.87,31.29,29.33,30.58,30.49,63.87,30.75,31.2,31.93,32.51,32.12,45.74,36.84,33.11,31.93,40.43,45.16,38.01,38.97,39.25,38.69,43,100.87
54053,96.37,99.94,31.29,29.33,30.58,30.49,41.35,30.75,31.29,31.93,32.51,32.12,45.74,36.84,33.21,31.93,40.43,45.54,38.01,38.97,39.25,38.55,43,101.83
54073,96.37,99.94,31.29,29.33,30.58,30.49,33.21,30.75,31.29,31.84,32.51,32.12,45.54,36.84,33.11,31.93,40.43,45.16,37.87,38.97,39.11,38.69,43,100.87
54092,97.24,99.94,31.29,29.33,30.58,30.58,33.31,30.75,31.29,31.93,32.51,32.12,45.93,36.84,33.21,31.93,40.43,45.35,38.01,38.97,39.25,38.55,43,101.83
54112,96.37,93.86,37.22,29.33,30.58,30.58,33.31,30.66,31.93,31.84,32.51,32.12,46.13,36.84,33.21,31.93,40.43,45.16,38.01,38.97,39.11,38.69,43,100.87
54131,101.83,100.87,45.16,29.33,30.58,30.58,33.31,30.75,36.34,31.93,32.51,32.12,46.13,36.84,33.21,31.93,40.43,45.54,38.01,38.97,39.25,38.69,43,100.87
54151,100.87,99.94,31.29,29.33,30.58,30.49,32.32,30.75,40.12,31.93,32.51,32.12,45.93,36.84,33.21,31.93,40.43,45.93,38.01,38.97,39.11,38.69,43,100.87
54172,100.87,101.83,45.54,29.33,30.58,30.49,33.31,30.75,39.54,31.93,32.51,32.12,47.13,36.84,33.21,31.93,40.43,46.13,38.01,38.97,39.11,38.69,43,100.87
54190,100.87,100.87,31.29,29.25,30.58,30.49,33.21,30.66,39.25,31.93,32.51,32.12,46.32,36.84,33.11,31.93,40.43,45.35,38.01,38.97,39.11,38.69,43,99.94
54210,99.94,63.87,31.29,29.33,30.58,30.49,33.11,30.66,38.55,31.93,32.51,32.12,46.13,36.84,33.11,31.93,40.43,44.97,38.01,38.97,39.11,38.69,43,100.87
54229,100.87,68.75,31.29,29.25,30.58,30.49,33.21,30.75,31.29,31.84,32.51,32.12,46.52,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.11,38.69,43,99.94
54249,99.02,99.02,31.29,29.25,30.58,30.49,33.11,30.66,31.29,31.93,32.51,32.12,43.52,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.11,38.69,43,99.94
54270,100.87,98.12,31.29,29.25,30.58,30.49,33.21,30.75,41.04,31.93,32.51,32.12,43.52,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.55,43,100.87
54288,100.87,99.02,31.29,29.33,30.58,30.49,33.21,30.75,40.43,31.93,32.51,32.12,43.35,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43,99.94
54309,100.87,100.87,31.29,29.33,30.58,30.58,33.11,30.75,31.29,31.93,32.51,32.12,43.35,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43,99.94
54327,101.83,100.87,31.29,29.33,30.58,30.49,33.11,30.75,41.04,31.93,32.51,32.12,43.52,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,99.94
54348,100.87,100.87,31.38,29.33,30.58,30.49,33.11,30.75,41.2,31.93,32.51,32.12,43.17,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43,99.94
54366,100.87,100.87,31.29,29.33,30.58,30.58,33.11,30.75,40.88,32.03,32.51,32.12,43.17,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,99.94
54387,100.87,100.87,31.38,29.33,30.58,30.49,33.01,30.75,40.88,32.03,32.51,32.12,43.88,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.11,38.69,43.17,99.94
54407,100.87,100.87,31.38,29.33,30.58,30.58,33.11,30.75,41.2,31.93,32.51,32.12,43.7,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43,99.94
54426,100.87,100.87,31.38,29.25,30.58,30.49,33.11,30.75,40.12,31.84,32.51,32.12,45.16,36.84,33.21,31.93,40.43,44.79,38.01,39.11,39.25,38.69,43.17,100.87
54446,100.87,100.87,31.38,29.25,30.58,30.58,33.11,30.75,33.01,31.84,32.51,32.12,43.7,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43.17,100.87
54464,100.87,100.87,31.38,29.33,30.58,30.58,33.11,30.75,31.38,31.84,32.51,32.12,42.83,36.96,33.11,31.84,40.43,44.6,37.87,38.97,39.25,38.69,43.17,99.94
54485,99.94,100.87,31.38,29.33,30.58,30.58,33.01,30.75,31.38,31.93,32.51,32.12,43,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,99.94
54503,100.87,100.87,31.38,29.25,30.58,30.58,33.01,30.75,31.38,31.93,32.51,32.12,43.52,36.96,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,100.87
54524,100.87,99.94,31.38,29.33,30.58,30.58,32.91,30.75,32.32,31.84,32.51,32.12,42.83,36.96,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43.17,100.87
54544,99.94,100.87,31.38,29.33,30.58,30.58,32.91,30.75,32.51,31.93,32.51,32.12,43,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43,99.94
54563,100.87,100.87,31.38,29.33,30.58,30.58,32.91,30.75,31.29,31.93,32.51,32.12,43,36.84,33.21,31.93,40.43,44.6,38.01,38.97,39.25,38.69,43.17,99.94
54583,99.94,83.67,31.38,29.33,30.58,30.58,32.91,30.75,31.29,31.93,32.51,32.12,43.35,36.96,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43.17,99.94
54602,100.87,100.87,31.38,29.33,30.58,30.58,32.91,30.75,31.38,31.93,32.51,32.12,43.17,36.84,33.21,31.93,40.43,44.79,38.14,39.11,39.25,38.69,43,99.94
54622,99.94,72.44,31.38,29.25,30.58,30.58,32.91,30.75,31.38,31.93,32.51,32.12,43.52,36.84,33.21,31.93,40.43,44.6,38.01,39.11,39.25,38.69,43.17,99.94
54643,100.87,100.87,31.38,29.33,30.58,30.58,32.91,30.75,31.38,31.93,32.51,32.12,43.17,36.84,33.21,31.84,40.43,44.6,38.14,38.97,39.25,38.69,43.17,99.94
54661,100.87,100.87,31.38,29.33,30.58,30.58,33.01,30.75,31.38,31.93,32.51,32.12,43.17,36.84,33.21,31.93,40.43,44.79,38.14,38.97,39.25,38.69,43.17,99.94
54682,100.87,100.87,31.38,29.33,30.58,30.58,33.11,30.75,31.38,31.93,32.51,32.12,43.17,36.96,33.21,31.93,40.43,44.79,38.01,39.11,39.25,38.69,43.17,99.94
54700,100.87,100.87,31.38,29.25,30.58,30.58,33.11,30.75,31.38,31.93,32.51,32.12,43.17,36.96,33.21,31.93,40.43,44.79,38.01,39.11,39.25,38.69,43.17,100.87
54720,100.87,100.87,31.38,29.25,30.58,30.58,33.31,30.75,31.38,31.93,32.51,32.12,43.52,36.96,33.21,31.84,40.43,44.6,38.14,39.11,39.25,38.69,43.17,99.94
54739,101.83,100.87,31.38,29.33,30.58,30.66,33.42,30.75,31.38,31.93,32.51,32.12,43.17,36.84,33.21,31.93,40.43,44.79,38.01,38.97,39.25,38.69,43,100.87
54759,100.87,100.87,31.47,29.33,30.58,30.66,33.42,30.75,31.38,31.93,32.51,32.12,43.17,36.84,33.21,31.93,40.43,44.79,38.14,39.11,39.25,38.69,43,99.94
54780,101.83,100.87,31.47,29.33,30.58,30.66,33.31,30.75,31.38,31.93,32.51,32.12,42.83,36.84,33.21,31.84,40.43,45.16,38.01,39.11,39.25,38.69,43.17,99.94
54798,101.83,101.83,31.47,29.33,30.58,30.58,33.42,30.75,31.29,31.93,32.51,32.12,43.17,36.84,33.21,31.93,40.43,45.54,38.01,38.97,39.25,38.69,43.17,99.94
54819,101.83,101.83,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.93,32.51,32.12,43,36.84,33.21,31.93,40.43,45.54,38.01,39.11,39.25,38.69,43.17,99.94
54837,101.83,101.83,31.47,29.33,30.58,30.66,33.21,30.75,31.38,31.93,32.51,32.12,43.17,36.84,33.21,31.84,40.27,45.35,38.01,39.11,39.25,38.83,43.17,100.87
54858,100.87,101.83,31.47,29.33,30.58,30.66,33.11,30.75,31.38,32.03,32.51,32.12,43,36.96,33.21,31.93,39.98,45.16,38.01,38.97,39.25,38.69,43,99.94
